Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
3171,Hallenbad,"Schwimmhalle Süd Leipzig","Tarostraße 10",04103,Leipzig,,"0341 2219450",,www.sportbaeder-leipzig.de/hallenbaeder/schwimmhalle-sued_4,14713000,12.386003,51.324099,ja,,,,,1969,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,ja,ja,,500,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass",,ja,5,,,,,,,,,nein,,,
3173,Freibad,"Freibad Steinhorst","Hauptstraße 1a",23847,Steinhorst,,"04536 475",freibad-steinhorst@arcor.de,amt-sandesneben-nusse.de/freibad-steinhorst/,01053122,10.48524,53.71846,nein,Mai,September,,,,,,,,,,,,,,4,ja,nein,nein,nein,nein,nein,,100,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,"Förderung SJK 2022, 832.500 €"
3175,Hallenbad,"Schwimmhalle Südost Leipzig","Kolmstraße 35",04299,Leipzig,"Herr Heurer","0341 8617224",,www.sportbaeder-leipzig.de/hallenbaeder/schwimmhalle-suedost_4,14713000,12.428831,51.316444,ja,,,,,1968,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,ja,ja,,1700,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass, 10er Karte",,ja,5,,,,,,,,,nein,,,
3178,Hallenbad,"Schwimmhalle West Leipzig","Hans-Driesch-Straße 52A",04179,Leipzig,,"0341 4512111",,www.sportbaeder-leipzig.de/hallenbaeder/schwimmhalle-west_4,14713000,12.313061,51.346864,ja,,,,,1968,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,ja,ja,,1100,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass, 10er Karte",,ja,5,,,,,,,,,nein,,,
3181,Freibad,"Schreberbad Leipzig","Schreberstraße 15",04109,Leipzig,"Herr Hellwing","0341 23493380",,www.l.de/sportbaeder/freibaeder/schreberbad,14713000,12.359333,51.339017,nein,Mai,September,,,1866,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,nein,ja,nein,300,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,nein,ja,nein,"Volleyball, Basketball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass, 10er Karte",,ja,,,,,,,,,,nein,,,
3182,Freibad,"Sommerbad Schönefeld","Volbedingstraße 39",04357,Leipzig,"Herr Hellwing","0341 2330466",,www.sportbaeder-leipzig.de/freibaeder/sommerbad-schoenefeld,14713000,12.412145,51.362887,nein,Mai,September,,,1927,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,nein,ja,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,nein,ja,nein,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass, 10er Karte",,,,,,,,,,,,nein,,,
3183,Freizeitbad,"Sachsen-Therme GmbH & Co.","Schongauerstr. 19",04328,Leipzig,,"0341 2599912",,www.sachsen-therme.de/,14713000,12.412274,51.362840,ja,,,,,1998,,,,Sonstige,"Sachsen-Therme GmbH & Co.",Sonstige,"Sachsen-Therme GmbH & Co.",,,,11,ja,ja,nein,nein,nein,nein,nein,1200,nein,,,,,nein,ja,nein,nein,,,ja,ja,ja,,ja,,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,,,,ja,,,,,,,,,ja,,,ja,,,,,,,,,,nein,,,
3184,Freibad,"Freibad Struvenhütten","Wohldweg 10",24643,Struvenhütten,,,,www.xn--freibad-struvenhtten-4ec.de/,01060082,10.06027,53.86172,,Mai,September,,,,,,,,,,,,,,2.5,ja,ja,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,,,,,,,,,,,nein,,,
3185,Freibad,"Freibad Süderbrarup",Quellenstraße,24392,Süderbrarup,,,,,01059083,9.78335,54.63999,nein,,,,,,,,,,,,,,,,4,ja,ja,nein,,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,ja,,,,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
3186,Freibad,"Freibad Süderlügum","Am Sportplatz 1000",25923,Süderlügum,,,,www.suederluegum.de/oeffentliche-einrichtungen/schwimmbad,01054131,8.90438,54.87391,,,,,,,,,,,,,,,,,2,ja,ja,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,,,,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
3189,Freibad,"Freibad Tarp","Walter-Saxen-Straße 500",24963,Tarp,,"04638 898707",,www.tarp.de/leben-in-tarp/freizeitbad-tarp/,01059171,9.39900,54.65587,nein,Mai,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,ja,nein,nein,nein,ja,,nein,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,nein,,,
3190,Freibad,"Schwimmbad Tellingstedt","Teichstraße 8",25782,Tellingstedt,,"04838 657",,www.echt-dithmarschen.de/typisch-dithmarschen/sehenswuerdigkeiten/details/freibad-tellingstedt/,01051114,9.27752,54.21811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,2014-01-01,ja,Sanierung,ja,Sanierung,,,,,,,,,,,,,,,,,,,,,,,,,,"Soll 2021 fertiggestellt werden",,,,,,,,nein,,,
3191,Freibad,"Freibad Batz","Batzer Weg 4",25557,Thaden,,"04872 2266",,freibad-batz.de/,01058161,9.4231,54.11531,nein,Mai,September,,,,,,,,,,,,,,3,ja,ja,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,,nein,nein,ja,nein,ja,nein,"Beachvolleyball, Fußballtore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,,,,,,,,,,,nein,,,
3192,Freibad,"Freibad Timmaspe","Zum Sportplatz 10",24644,Timmaspe,,"04392 5383",,www.amt-nortorfer-land.de/unsere-gemeinden/timmaspe/kommunale-einrichtungen/freibad.html,01058163,9.89092,54.1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3193,Hallenbad,"Wohnresidenz Anklam","Buchenweg 2",17389,Anklam,,"03971 2580",kswohnresidenz.anklam@web.de,www.kswohnresidenz-anklam.de/Unsere-Badelandschaft,13075005,13.701175,53.847694,ja,,,,,,,,,,,Privat,"KS Wohnresidenz Anklam GmbH",,,,3.7,nein,nein,nein,nein,nein,nein,,1000,nein,,,,,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,nein,,,,,,,,,,nein,,,
3194,Hallenbad,"PSV Anklamer Peenerobben","Bluthsluster Str. 20",17389,Anklam,,"03971 210556",,www.swim-rescue.de,13075005,13.712934,53.853857,,,,,,1968,,,,"Gemeinde oder Stadt","Hansestadt Anklam",Verein,"PSV Peenerobben e.V.",,,,,,,,,,,,900,nein,,,,,nein,nein,nein,,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,"Homepage down, daher keine Preisansicht",,ja,5,,,,,,,,,nein,,,
3195,Hallenbad,"VIP Kaiserbad","Seestraße 59",17429,Heringsdorf,,"038378 33061",,www.vip-usedom.de,13075001,14.135663,53.968580,ja,,,,,,,,,,,Privat,"VIP Kaiserbad Bansin Hotelbetriebsges. mbH & Co. KG",,,,,,,,,,,,400,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3199,Freibad,"Freibad Cobbelsdorf","Hauptstraße 25",06869,Cobbelsdorf,"Herr Janowski","034923 20441",b.rathmann@coswig-online.de,www.coswigonline.de/de/freibad-cobbelsdorf/das-freibad-in-cobbelsdorf.html,15091375,12.53014,51.96245,nein,Mai,September,,,1993,,,,"Gemeinde oder Stadt","Stadt Coswig","Gemeinde oder Stadt","Stadt Coswig",,,,2.5,ja,ja,ja,ja,nein,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,Sportplätze,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,"Liegewiese, Spielplatz",ja,ja,ja,nein,nein,,,,,,,,,,nein,Saisonkarte,,ja,,,,,,,,,,nein,,,
3201,Freibad,"Freibad Serno","Sernoer Dorfstraße",06868,"Coswig-OT Serno","Herr Heinrich","034907 30516",,www.coswigonline.de/de/freibad-serno/das-freibad-in-serno.html,15091375,12.42135,52.00111,nein,,,,,1992,,,,"Gemeinde oder Stadt","Stadt Coswig","Gemeinde oder Stadt","Stadt Coswig",,,,2.5,ja,ja,ja,ja,ja,ja,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,Tischtennis,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,ja,ja,ja,nein,nein,,,,,,,,,,nein,Saisonkarte,,ja,,"Wetterabhängig geöffnet",,,,,,,,nein,,,
3206,Hallenbad,"Ostseepark Waterfront Heringsdort","Maxim-Gorki-Straße 55",17424,Heringsdort,,"0160 7669724",,www.ostseepark-usedom.de,13075049,14.157689,53.963224,ja,,,,,,,,,,,Privat,"Ostseepark Waterfront",,,,,,,,,,,,400,ja,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
3207,Freibad,"Freibad Tönning","Strandweg 2",25832,Tönning,"Dennis Domann","04861 5688",,foerderverein-meerwasserfreibad-toenning.de/,01054138,8.93601,54.30882,nein,Mai,September,,,,,,,,,Verein,Förderverein,,,,5,ja,ja,ja,nein,nein,ja,nein,800,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,ja,ja,nein,ja,nein,,,2,2,,,nein,nein,,,nein,,nein,,,,"Sandkiste, Klettergerüst, großes Hüpfkissen",,"Schaukel, Rutsche, Kletterturm, Sandkiste",,,,,,,,,ja,nein,nein,,nein,nein,ja,ja,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,"12er Karten, Saisonkarte",,ja,,,,,,,,,,ja,,,
3208,Hallenbad,"Meerwasserhallenbad Niendorf/Ostsee","Strandstraße 133",23669,"Timmendorfer Strand","Betriebsleiterin: Lisa-Marie Franz","04503 5456",schwimmbad@timmendorfer-strand.de,www.meerwasserhallenbad-niendorf.de/index.html,01055042,10.83399,53.99152,ja,,,,,,,,,"Gemeinde oder Stadt","Gemeinde Timmendorfer Strand","Gemeinde oder Stadt","Gemeinde Timmendorfer Strand, Der Kurbetrieb",,,10000000,5,ja,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,Schwerkrafttrainer,,,,,,,,,,,,,,nein,,nein,,ja,"Kinderbecken derzeit geschlossen, Beckentemperatur des Hauptbeckens derzeit abgesenkt, zur Zeit kein Warmbadetag.",,,,,,,,,,,,,,,,,,,,,,,nein,Mehrfachkarten,,,,,,,,,,,,ja,,,
3209,Freibad,"Waldschwimmbad Trappenkamp","Waldstraße 1",24610,Trappenkamp,,"04323 9839139",,trappenkamp.de/waldschwimmbad.html,01060089,10.22426,54.04007,nein,Mai,September,,,,,,,,,,,,,,2,ja,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,,nein,nein,ja,nein,ja,nein,"Beachvolleyball, Minigolf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,Saisonkarte,,,,,,,,,,,,nein,,,
3211,Freibad,"Freibad Oberkirch","Strandbadweg 5",77704,Oberkirch,,"07802 9159312",,www.oberkirch.de/de/freizeit/aktivitaeten/freibad/,08317089,8.08832,48.52404,nein,Mai,Oktober,,,,,,,"Gemeinde oder Stadt","Stadtverwaltung Oberkirch","Gemeinde oder Stadt","Stadtverwaltung Oberkirch",,,,2.5,nein,nein,nein,nein,nein,nein,nein,950,nein,,,,,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,nein,nein,ja,,ja,nein,"Beachvolleyball, Fußball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,nein,nein,nein,,nein,,,,,,nein,nein,"4G (LTE)",,,,,ja,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,ja,,,
3212,Freibad,"Freibad Obertal","Buhlbachsaue 15",72270,Baiersbronn,,"07442 84140",info@baiersbronn.de,"www.baiersbronn.de/de-de/natur/aktivitaeten/schwimmen#cat=Freibad&filter=r-fullyTranslatedLangus-,sb-sortedBy--1",08237004,8.27705,48.52772,nein,Mai,September,,,1963,,,,,"Gemeindewerke Baiersbronn",,"Gemeindewerke Baiersbronn",,,,3,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,,ja,,ja,,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,"5er und 10er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
3215,Freizeitbad,"Offenburger Freizeitbad Stegermatt","Stegermattstraße 11- 15",77652,Offenburg,,"0781 9276600",info@freizeitbad-stegermatt.de,www.freizeitbad-stegermatt.de/,08317096,7.94343,48.46458,ja,,,,,,,,,Genossenschaften,"Offenburger Badbetriebs GmbH",Genossenschaften,"Offenburger Badbetriebs GmbH",,,,7,ja,ja,ja,nein,ja,nein,nein,1500,nein,,,,,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,nein,ja,ja,,ja,nein,"Tischtennis, Fußball, Beachvolleyball",,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,"Wertkarten, Jahreskarte",,ja,,,,,,,,,,nein,,,
3216,Hallenbad,"Hallenbad im Rendel-Bad","Rendelstraße 30",74613,Öhringen,,"07941 684300",,www.oehringen.de/?id=582,08126066,9.51148,49.19798,ja,,,,,,,,,"Gemeinde oder Stadt","Stadt Öhringen","Gemeinde oder Stadt","Stadt Öhringen",,,,3.5,ja,ja,ja,nein,nein,nein,nein,1000,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,"10er und 30er Karte, Saisonkarten",,ja,,"direkt neben H2Ö",,,,,,,,nein,,,
3217,Freibad,"Freibad Oppenau","Einmatt 4",77728,Oppenau,,"07804 2431",,www.oppenau.de/1739403.html,08317098,8.1712,48.47653,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Oppenau","Gemeinde oder Stadt","Stadt Oppenau",,,,3.5,ja,ja,nein,nein,nein,ja,nein,,,,,,,nein,ja,nein,nein,nein,nein,nein,nein,ja,ja,nein,,ja,,ja,,"Beachvolleyball, Badminton, Tischtennis, Bolzplatz, Tischfußball, Basketball",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,ja,,,,,,,,,,nein,,,
3218,Freibad,"Camping- und Ferienpark Orsingen","Am Alten Sportplatz 8",78359,Orsingen-Nenzingen,,"07774 9237870",info@camping-orsingen.de,www.camping-orsingen.de/campingplatz/freibad,08335099,8.93651,47.84201,nein,Mai,September,,,,,,,Genossenschaften,"Camping und Ferienpark Orsingen GmbH",Genossenschaften,"Camping und Ferienpark Orsingen GmbH",,,,3.5,ja,ja,nein,nein,nein,nein,nein,450,ja,,,,,nein,nein,nein,nein,,,,,ja,ja,nein,ja,ja,,ja,,"Fußball, Minigolf, Beachvolleyball",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,Saisonkarte,,ja,,,,,,,,,,nein,,,
3221,Hallenbad,Vitamar,"Masttal 1",37431,"Bad Lauterberg im Harz",,"05524 853300",info@vitamar.de,www.vitamar.de,03159003,10.487307,51.633515,ja,,,,,,,,,Stadtwerke,"Stadtwerke Bad Lauterberg im Harz GmbH",Stadtwerke,"Stadtwerke Bad Lauterberg im Harz GmbH",,,,14.5,ja,ja,ja,nein,ja,ja,nein,30,ja,,,,,nein,ja,nein,nein,nein,ja,nein,ja,ja,ja,ja,ja,ja,nein,ja,nein,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,nein,,nein,,,,,,,,,,,"Kinderspielplatz, Wellness, Massagen",ja,ja,ja,nein,nein,nein,,,,,,,,,ja,"10er Gruppenkarte, Erlebnisbad+Sauna Kombikarte",,ja,,,,,,,,,,nein,,,
3225,Freibad,"Freibad Marktschellenberg","Alte Berchtesgadener Straße 37",83487,Marktschellenberg,,"08650 919900",touristinfo@marktschellenberg.de,www.marktschellenberg.de/freibad-marktschellenberg,09172124,13.04497,47.68511,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Marktschellenberg","Gemeinde oder Stadt","Stadt Marktschellenberg",,,,4,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
3226,Freibad,"Freibad Maßbach",Centleite,97711,Maßbach,,"09735 1498",,www.massbach.de/tourismus/freibad-massbach/index.html,09672131,10.28260,50.18576,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Maßbach","Gemeinde oder Stadt","Stadt Maßbach",,,,2.5,ja,nein,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"Saisonkarten, Geburtstagskinder (frei), 12er Karte",,ja,,,,,,,,,,nein,,,
3228,Freibad,"Sportbad Mellrichstadt","Bahnhofstraße 17",97638,Mellrichstadt,,"09776 1315",,www.mellrichstadt-rhoen.de/schwimmen.html,09673142,10.30754,50.42676,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Mellrichstadt,"Gemeinde oder Stadt",Mellrichstadt,,,,4,ja,nein,nein,ja,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,,"12er Karten, Jahreskarten",,ja,,,,,,,,,,nein,,,"Förderung SJK 2022, 3.783.642 €"
3231,Hallenbad,"Hallenbad Kemnat","Haldenstraße 41",73760,Ostfildern-Kemnat,,"0711 453808",,www.hik-ev.de/,08116080,9.22524,48.72079,ja,,,,,,,,,Verein,"Gemeinnützige Hallenbad-Initiative-Kemnat e.V.",Verein,"Gemeinnützige Hallenbad-Initiative-Kemnat e.V.",,,,4,ja,ja,ja,nein,nein,nein,nein,350,ja,,,,,ja,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,nein,,,ja,ja,ja,,,ja,,,,,,,,,nein,100-Punkte-Karte,,ja,4,,,,,,,,,nein,,,
3233,Freibad,"Freibad Odenheim","Am Felsenkeller 6",76684,Östringen,,"07259 8292",baederbetriebe@oestringen.de,www.oestringen.de/de/freizeit-kultur/schwimmbaeder/,08215064,8.73708,49.18348,nein,Mai,September,,,1936,,,,"Gemeinde oder Stadt","Stadt Östringen","Gemeinde oder Stadt","Stadt Östringen",,,,3,ja,ja,ja,ja,nein,nein,nein,180,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,"Saisonkarte, Wertkarte",,,,,,,,,,,,nein,,,
3234,Freibad,"Freibad Östringen","Am Schwimmbad",76684,Östringen,,"07253 21869",baederbetriebe@oestringen.de,www.oestringen.de/de/freizeit-kultur/schwimmbaeder/,08215064,8.69381,49.21331,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Östringen","Gemeinde oder Stadt","Stadt Östringen",,,,3,ja,ja,ja,ja,nein,nein,nein,160,ja,,,,,nein,nein,nein,nein,nein,nein,nein,,ja,,nein,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,"Saisonkarte, Wertkarte",,ja,,,,,,,,,,nein,,,
